query_id,query_text,doc_id,chunk_id,doc_text,dense_rank,dense_score,sparse_rank,sparse_score,label,split,source_case_id
10279,What should I consider when selecting a broker/advisor to manage my IRA?,304081,304081,"If you don't have the time or interest to manage investments, you need a financial advisor.  Generally speaking, you're better served by an advisor who collects an annual fee based on a percentage of your account value. Advisors who are compensated based on transactions have a vested interest to churn your account, which is often not in your best interest. You also need to be wary of advisors who ",4.0,0.5967649221420288,20.0,25.998661143266737,-1,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,159076,159076,"""Couple of clarifications to start off: Index funds and ETF's are essentially the same investments.  ETF's allow you to trade during the day but also make you reinvest your dividends manually instead of doing it for you.  Compare VTI and VTSAX, for example.  Basically the same returns with very slight differences in how they are run.  Because they are so similar it doesn't matter which you choose.",8.0,0.5781816244125366,15.0,26.948357239568303,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,546150,546150,"I have managed two IRA accounts; one I inherited from my wife's 401K and my own's 457B.  I managed actively my wife's 401 at Tradestation which doesn't restrict on Options except level 5 as naked puts and calls. I moved half of my 457B funds to TDAmeritrade, the only broker authorized by my employer, to open a Self Directed account.  However, my 457 plan disallows me from using a Cash-secured Puts",39.0,0.5314985513687134,5.0,28.67667425045739,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,71257,71257,"""If your financial needs aren't complex, and mostly limited to portfolio management, consider looking into the newish thing called robo-advisers (proper term is """"Automated investing services"""").  The difference is that robo-advisers use software to manage portfolios on a large scale, generating big economy of scale and therefore offering a much cheaper services than personal advisor would - and u",63.0,0.5157339572906494,7.0,28.14719824560201,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,70702,70702,"""This is not a direct answer to your question, but you might want to consider whether you want to have a financial planner at all. Would a large mutual fund company or brokerage serve your needs better than a bank? You are still quite young and so have been contributing to IRAs for only a few years. Also, the wording in your question suggests that your IRA investments have not done spectacularly w",5.0,0.5958108901977539,78.0,23.742959319162463,3,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,211525,211525,"First, a Roth is funded with post tax money. The Roth IRA deposit will not offset any tax obligation you might have.  The IRA is not an investment, it's an account with a specific set of tax rules that apply to it. If you don't have a brokerage account, I'd suggest you consider a broker that has an office nearby. Schwab, Fidelity, Vanguard are 3 that I happen to have relationships with.  Once the ",90.0,0.4962256550788879,10.0,27.530731137210356,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,222082,222082,"There are a few things to consider. The answers others gave here are correct, but I'll offer some reasons you may not want to roll to an IRA:",7.0,0.5841189622879028,108.0,23.019293824102732,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,526822,526822,"okay, I was thinking of an investment advisor. I believe in not doing it alone too. But i don't believe in just one more person. Investing advisors, tax advisors, business and law. I don't go to an advisor bc I can't balance my monthly budget and also want to save, you know. Questions more like, highest growth sectors, diversified strategies, etc.  And right, they wouldn't get fired bc their clien",25.0,0.5423823595046997,53.0,24.41953162173776,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,132760,132760,"""What are reasonable administrative fees for an IRA? was recently discussed here. My answer was zero.  An IRA is not an investment, it's a container representing the tax status of an account. Once you decide what to actually invest it in, you'll likely incur additional fees. Mutual funds, for instance can range from .05% per year to 2.00% or more. In your case, you are telling us you are spending ",98.0,0.4930841326713562,11.0,27.225468415369924,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,371922,371922,"""I will give a slightly different answer which is actually an addendum to JoeTaxpayer's (soon-to-be-edited) answer. Do NOT go to your financial advisor and ask him """"How do I go about transferring my Roth IRA to ....""""? where .... is whichever broker or mutual fund family that you have chosen from the list that Joe has suggested.  Instead, go to the website of the new group (or call their toll-fre",120.0,0.4869958758354187,9.0,27.84378526676321,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,391896,391896,"Your question is very widely scoped, making it difficult to reply to, but I can provide my thoughts on at least the following part of the question: I have a 401k plan with T. Rowe Price, should I use them for other investments too? Using your employer's decision, on which 401k provider they've chosen, as a basis for making your own decision on a broker for investing $100k when you don't even know ",99.0,0.492769181728363,14.0,27.037203190261938,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,359515,359515,"A 401-K is something you get through an employer. I recommend getting a self-directed IRA.  You can open an IRA with Scottrade with $500 The money you put into an IRA is tax deferred, meaning that you do not have to pay taxes on profits. It may also lower your tax liability.  Scottrade has a feature to automatically reinvest any dividends from the securities you own. This feature allows you to avo",12.0,0.5667218565940857,114.0,22.925956177365684,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,486443,486443,My answer is with respect to the United States. I have no idea about India's regulatory environment. You are opening yourself up to massive liabilities and problems if you deposit their money in your account. I managed investment accounts as a private investment advisor for years (those with less than 15 clients were not required to register) until Dodd-Frank changed the rules. Thus you would have,189.0,0.4695764183998108,6.0,28.17502247491863,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,367014,367014,Go with a Vanguard ETF.  I had a lengthy discussion with a successful broker who runs a firm in Chicago. He boiled all of finance down to Vanguard ETF and start saving with a roth IRA. 20 years of psychology research shows that there's a .01 correlation (that's 1/100 of 1%) of stock/mutual fund performance to prediction. That's effectively zero. You can read more about it in the book Thinking Fast,11.0,0.5698622465133667,144.0,22.52307153932342,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,367206,367206,"You should ask your broker of choice for paperwork to move funds to them. You can't move into an account that doesn't exist, so when I wanted to move my money from an old pension plan to an IRA I set up the IRA with the broker first. When I told them it was to receive this money, they weren't asking for any initial deposit. You then have a broker and account number to give the old company to set u",414.0,0.4351726174354553,2.0,31.811518197513287,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,57716,57716,"If you don't know how to evaluate funds and are looking for someone to help you make good investment decisions, then you want a financial advisor.  My suggestion is to look for one that 1) doesn't try to sell you insurance first (since insurance is an expense, not an investment), 2) can explain to you the the relationship between risk and return (and what mix is right for you) and 3) recommends fu",2.0,0.6160728931427002,459.0,20.416583027933015,-1,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,66626,66626,"""I recommend a Roth IRA. At your age you could turn 25K into a million and never pay taxes on these earnings. Of course there are yearly limits (5.5k) on the amount your can contribute to a Roth IRA account. If you haven't filed your taxes this year yet ... you can contribute 5.5K for last year and 5.5K for this year.  Open two accounts at a discount brokerage firm. Trades should be about $10 or l",22.0,0.5506665706634521,124.0,22.77633196508996,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,280530,280530,"Most people carry a diversity of stock, bond, and commodities in their portfolio.  The ratio and types of these investments should be based on your goals and risk tolerance.  I personally choose to manage mine through mutual funds which combine the three, but ETFs are also becoming popular. As for where you keep your portfolio, it depends on what you're investing for.  If you're investing for reti",23.0,0.547287106513977,120.0,22.841672356427463,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,344526,344526,"Rolling a 401(k) to an IRA should be your default best option. Rolling a 401(k) to another 401(k) is rarely the best option, but that does happen.  I've done it once when I started a job at a company that had a great 401(k) with a good selection of low-cost mutual funds. I rolled the 401(k) from one previous job in to this 401(k) to take advantage of it.  In all other cases, I rolled 401(k)s from ",97.0,0.4932006597518921,30.0,25.37229312166752,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,129466,129466,"I wouldn't only consider the entry/exit cost per trade. That's a good comparison page by the way. I would also consider the following. This depends if you are planning on using your online broker to provide all the information for you to trade. I have lower expectations of my online broker, not meant to be harsh on the online brokers, but I expect brokers to assist me in buying/selling, not in sel",900.0,0.3873710632324219,1.0,34.25135600370336,0,train,fiqa_aggressive_roth_401k_taxable
10279,What should I consider when selecting a broker/advisor to manage my IRA?,245484,245484,I've not gotten an answer so far. Since I've started my search for a new financial planner here are the criteria I am using:,,,,,3,train,fiqa_aggressive_roth_401k_taxable
10304,Are there limits on frequency of withdrawal from Roth 401K?,432939,432939,"Also, consider the possibility of early withdrawal penalties.  Regular 401k early withdrawal (for non-qualified reasons) gets you a 10% penalty, in addition to tax, on the entire amount, even if you're just withdrawing your own contributions.  Withdrawing from a Roth 401k can potentially mean less penalties (if it's been in place 5 years, and subject to a bunch of fine print of course).",1.0,0.6602773666381836,4.0,30.101242343574377,-1,train,fiqa_aggressive_roth_401k_taxable
10304,Are there limits on frequency of withdrawal from Roth 401K?,466626,466626,"""Couple points: 1) Since the Roth is after tax, you can effectively contribute more than you could with the Traditional IRA before hitting the limits. So in your example, if you had extra money you wanted to invest in an IRA, you could invest up to $1,750 more into the Roth but only $500 more into the Traditional (current limits are $5,500 per year for single filers under 50). Your example assumes",10.0,0.5786852836608887,19.0,26.61785331962472,0,train,fiqa_aggressive_roth_401k_taxable
10304,Are there limits on frequency of withdrawal from Roth 401K?,469311,469311,"Just the amount contributed to the Roth 401k that you rolled over, not the conversions from regular 401k/traditional IRA (for those there are holding period limitation of 5 year from conversion), the earning on it or the employer's match (neither of these can be withdrawn without penalty as a non-qualified withdrawal). However, I'd suggest not to withdraw from Roth IRA unless you're sleeping on a ",62.0,0.4973526298999786,2.0,31.212614955374026,0,train,fiqa_aggressive_roth_401k_taxable
10304,Are there limits on frequency of withdrawal from Roth 401K?,47747,47747,"""The Finance Buff discusses why the Roth 401k is often disadvantaged compared to a Traditional 401k in the article The Case Against the Roth 401k, including the following reasons (paraphrased): Contributions to the 401k come from the """"top"""" of your highest tax bracket rate but withdrawals fill in from the """"bottom"""".  For example, suppose you are in the 28% tax bracket.  Every marginal dollar you",44.0,0.5155318975448608,8.0,29.43724182273028,0,train,fiqa_aggressive_roth_401k_taxable
